Title,Part,Persons,Primary person,Wikidata ID,Primary person role,Edition,Language/s,Publication statement,Extent,Type of content,Series,Note,ISBN,Subject,Location,Shelf mark,Subject heading,Further documents,Collective title,Manufacture statement,Abstract,Corporate body,Record place and date,Form of work,Notes,Title of work,Wrong ISBN,Link to digital copy,Bibliogr. context,Further information,Copyright date,Further title,Parallel title proper
Balāġat-i sāḫtārhā-i naḥwī dar Tārīḫ-i Baihaqī / Lailā Saiyid Qāsim ‏بلاغت ساختار‌هاى نحوى در تاريخ بيهقى / ‏ليلا سيد قاسم The rhetoric of syntax structures in Tarikhe Beyhaghi / Leila Seyedghasem,,"Saiyid Qāsim, Lailā, 1981 or 1982- [VerfasserIn] ; سید قاسم, ليلا [GeistigeR SchöpferIn]","Saiyid Qāsim, Lailā",,VerfasserIn,Čāp-i awwal - ‏چاپ اول,Persian,"Tihrān : Intišārāt-i Hirmis ; ‏تهران : ‏انتشارات هرمس, 1396h.š. [2017]","10, 391 Seiten ; 22 cm",,"Maǧmūʿa-i adab-i fikr - zabān wa adabiyāt. - Tihrān : Hirmis, 2000- ; ZDB-ID: 2395095-X ; 79","In arabischer Schrift, persisch",978-600-456-005-4,18.69 Iranische Sprachen und Literaturen 15.76 Vorderer und mittlerer Orient Geschichte,,,"*Baihaqī, Aḥmad Ibn-al-Ḥusain al- *994-1066*. Tārīḫ-i Baihaqī / Syntax / Sprachanalyse *Bayhaqī, Abū al-Faz̤l Muḥammad ibn Ḥusayn -- approximately 996-1077 -- Tārīkh-i Bayhaqī ; Persian prose literature -- 747-1500 -- History and criticism",Library of Congress Classification: DS288.7.B33,,,"Bayhaqī, Abū al-Faz̤l Muḥammad ibn Ḥusayn, approximately 996-1077. Tārīkh-i Bayhaqī ; Persian prose literature -- 747-1500 -- History and criticism",,,,,Tārīkh-i Bayhaqī . Selections,,,,,,,
Sunnat-i taṣḥīḥ-i matn dar Īrān pas az islām / Muǧtabā Muǧarrad ‏سنت تصحيح متن در ايران پس از اسلام / ‏مجتبى مجرد,,"Muǧarrad, Muǧtabā [VerfasserIn] ; ‏مجرد, مجتبى [VerfasserIn]","Muǧarrad, Muǧtabā",,VerfasserIn,Čāp-i awwal - ‏چاپ اول,Persian,"Tihrān : Intišārāt-i Hirmis ; ‏تهران : ‏انتشارات هرمس, 2017","10, 285 Seiten : Illustrationen (farbig) ; 22 cm",,"Maǧmūʿa-i adab-i fikr, zabān wa adabīyāt ; 80","Includes bibliographical references (pages 265-276) and index Hier auch später erschienene, unveränderte Nachdrucke In arabischer Schrift, persisch | Zweite Auflage, 2020 = 1399 h.š.",978-600-456-001-6 600-456-001-4,18.69 Iranische Sprachen und Literaturen 17.78 Textkritik Literaturwissenschaft,,,"*Persisch / Handschrift / Textkritik / Edition *Manuscripts, Persian -- Editing ; Persian language -- Criticism, Textual -- History ; Manuscripts, Persian -- Iran -- Editing -- History ; Persian literature -- Criticism, Textual ; Persian poetry -- Criticism, Textual",Library of Congress Classification: PN162,,,,,,,,,,,,,,,
"Davāzdah matn-i bāstānī / tadwīn, tarǧuma, tawḍīḥ wa tafsīr-i Bīžan Ġaibī ‏دوازده متن باستانى‏ / ‏تدوين، ترجمه، توضيح و تفسير بيژن غيبى Zwölf altertümliche Texte aus dem zoroastrischen Persien / Bijan Gheiby",,"Ġaibī, Bīžan *1954-* [HerausgeberIn] [ZusammenstellendeR] [ÜbersetzerIn] ; بیژن, غیبی *1954-* [HerausgeberIn] [ZusammenstellendeR] [ÜbersetzerIn]","Ġaibī, Bīžan",,HerausgeberIn,C̆āp-i 1 - ‏چاپ 1,Persian (Language of original: Pahlavi),"Tihrān : Intišārāt-i Duktur Maḥmūd Afšār ; Intišārāt-i Soḫan ; ‏تهران‏ : ‏انتشارات دکتر محمود افشار ; انتشارات سخن‏, 2017",375 Seiten ; 29 cm,Quelle,"Maǧmūʿa-i intišārāt-i adabī wa tārīḫī-i Mauqūfāt-i Duktur Maḥmūd Afšār Yazdī. - Tihrān : Bunyād-i Mauqūfāt-i Duktur Maḥmūd Afšār Yazdī, 1973- ; ZDB-ID: 2282916-7 ; 191 Ganǧīna-i kullīyāt wa maqālāt. - Tihrān : Bunyād-i Mauqūfāt-i Duktur Maḥmūd Afšār Yazdī, 2005- ; ZDB-ID: 2514119-3 ; 62","Includes bibliographical references Hier auch später eschienene, unveränderte Nachdrucke Zwölf altertümliche Texte aus dem zoroastrischen Persien Text in Pahlavi, Übersetzung in arabischer Schrift, persisch, mit lateinschriftlicher Transliteration | 2. Auflage 1397 h.š. = 2018",978-600-5942-59-0 600-5942-59-X,18.69 Iranische Sprachen und Literaturen | KJF 610 Textsammlungen {Pehlewi},ALS1,KJF 610:z = 2024 B 603,*Pahlavi literature -- Translations into Persian ; Pahlavi literature -- History and criticism,,,,,,,,,,,,,,,,
"Taḥqīqāt dar bayān-i aḥwāl-i mauǧūdāt / Šams ad-Dīn Muḥammad Gīlānī ""Mullā Šamsā"" تحقیقات در بیان احوال موجودات / شمس الدین محمد گیلانی ملا شمسا The investigations explicating the states of existents / Mulla Shamsa Gilani (d. 1064/1654); critical edition with annotations in Persian by Alireza Asghari ; English introduction by Sajjad Rizvi",,"Gīlānī, Šams-ad-Dīn Muḥammad Ibn-Niʿmatallāh *1574-1654* [VerfasserIn] ; گیلانی, شمس‌الدین محمد بن نعمت‌الله *1574-1654* [VerfasserIn] Asghari, Alireza [HerausgeberIn]","Gīlānī, Šams-ad-Dīn Muḥammad Ibn-Niʿmatallāh",,VerfasserIn,,Persian,"Costa Mesa, CA : Mazda Publishers, Inc, 2017","14, 277 Seiten",Quelle,"Bibliotheca Iranica. Iranshahr scientific and philosophical writings. - Costa Mesa, Calif. : Mazda Publ., 2014- ; ZDB-ID: 2816364-3 ; 4","1707 In persischer Schrift, teilweise in Englisch",978-1-56859-343-2  : alk. paper,18.69 Iranische Sprachen und Literaturen 17.97 Texte eines einzelnen Autors | KJQ 681 Philosophie {Persisch},ALS1,KJQ 681 SmsG:z = 2021 A 12498,*Ontology -- Philosophy -- Early works to 1800 ; Islamic philosophy -- Early works to 1800,Library of Congress Classification: B753.J553 Dewey Decimal Classification: 181/.5;,,,,,,,,Taḥqīqāt dar bayān-i aḥvāl-i mawjūdāt,,,,,©2017,,
Persian language and literature during Akbar's reign and the Safavid period / Azarmi Dukht Safawi,,"Safawi, Azarmi Dukht *1948-* [VerfasserIn]",Azarmi Dukht Safawi,Q133741624,,,Persian,2016,2 Bände,,,,,,ALS1,bestellt,,,Persian language and literature during Akbar's reign and the Safavid period / Azarmi Dukht Safawi,,,,,,,,,,,,,,
Persian writings : important sources oh history / Azarmi Dukht Safawi,,"Safawi, Azarmi Dukht *1948-* [VerfasserIn]",Azarmi Dukht Safawi,Q133741624,,,Persian,2016,2 Bände,,,,,,ALS1,bestellt,,,Persian writings : important sources oh history / Azarmi Dukht Safawi,,,,,,,,,,,,,,
Sabk-šināsī-i šiʿr-i Pārsī az Rūdakī tā Šāmlū / taʾlīf-i Muḥammad Ġulāmriḍāyī,,"Ġulāmriḍāyī, Muḥammad [VerfasserIn]","Ġulāmriḍāyī, Muḥammad",,VerfasserIn,Čāp-i panǧum,Persian,"Tihrān : Našr-i Ǧāmī, 1395 h.š. [2016]",296 pages ; 25 cm,Aufsatzsammlung,,"Includes bibliographical references (pages [283]-288) and index Ersch.-Jahr 1395 h.š. = 2016 In arab. Schr., pers.",,18.69 Iranische Sprachen und Literaturen 17.83 Lyrik 17.77 Stilistik Rhetorik Literaturwissenschaft | KJQ 532 Lyrik {Neupersisch} KJQ 516 Literarischer Stil {Neupersisch},ALS1,KJQ 532:f = 2021 A 3034,"*Persisch / Lyrik / Stilistik *Persian poetry -- History and criticism *Persian poetry ; Criticism, interpretation, etc",Library of Congress Classification: PK6416,,,,,,,,,*978-964-562065-1,,,,,,
Numūdhā-i farhangī wa iǧtimāʿī dar adabīyāt-i Fārsī / niwishtah-i Maḥmūd Rūḥ al-Amīnī,,"Rūḥ-al-Amīnī, Maḥmūd *1928-2011* [VerfasserIn]",Maḥmūd Rūḥ al-Amīnī,Q5960827,VerfasserIn,Čāp-i čahārum,Persian,"[Tihrān] : Intišārāt-i Āgāh, 1395 h.š. [2016]",280 pages : facsimiles ; 22 cm,,,"Includes bibliographical references and index Ersch.-Jahr 1395 h.š. = 2016 In arab. Schr., pers.",978-964-416-029-5 964-416-029-0,18.69 Iranische Sprachen und Literaturen 17.75 Literaturkritik | KJQ 523 Literatur und ihre geistigen und ideologischen Hintergründe {Neupersisch},ALS1,KJQ 523:m = 2021 A 3031,"*Iran / Gesellschaft / Einfluss / Literaturproduktion *Persian literature -- History and criticism ; Persian literature -- Social aspects -- Iran ; Iran -- Civilization *Civilization ; Persian literature ; Iran ; Criticism, interpretation, etc",Library of Congress Classification: PK6409,,,,,,,,,,,,,,,
"Ḏihn wa zabān-i Ḥāfiẓ : wīrāst-i siwwum, bā afzāyiš-i dahhā maqāla / Bahāʾ ad-Dīn Ḫurramšāhī",,"Ḫurramšāhī, Bahāʾ-ad-Dīn *1945-* [VerfasserIn]","Ḫurramšāhī, Bahāʾ-ad-Dīn",,VerfasserIn,"Wirast-i sewwum, čāp-i dahum",Persian,"[Tihrān] : Intishārāt-i Nāhīd [1395 [2016]], 1395 h.š. [2016]",707 pages ; 25 cm,,,"Hier auch später erschienene, unveränderte Nachdrucke Ersch.-Jahr 1395 h.š. = 2016 In arab. Schr., pers. | 11. Auflage [2020] = 1399 h.š.",978-964-6205-18-5 964-6205-18-6,18.69 Iranische Sprachen und Literaturen 17.83 Lyrik 17.75 Literaturkritik | KJQ 651 Diwane {Persisch} KJQ 532 Lyrik {Neupersisch} KJQ 512 Poetik. Ästhetik {Neupersisch},ALS1,KJQ 651 Haf:m = 2021 A 3030,"*Ḥāfiẓ *1315-1390* *Ḥāfiẓ -- active 14th century -- Criticism and interpretation ; Persian poetry -- 747-1500 -- History and criticism *Ḥāfiẓ ; Persian poetry ; Criticism, interpretation, etc",Dewey Decimal Classification: 891.551 H13ZK4z;,,,,,,,,,,,,,,Poems . Selections,
"Safīnah-ʼi kuhan-i rubāʻīyāt / taṣḥīḥ va taḥqīq-i Arḥām Murādī, Muḥammad Afshīn Vafāyī ‏سفينۀ کهن رباعيات /‏ / ‏تصحيح و تحقيق ارحام مرادى، محمد افشين وفايى",,"Murādī, Arḥām, 1985 or 1986- [HerausgeberIn] ; ‏مرادى، ارحام [SonstigeR] ; Vafāyī, Muḥammad Afshīn, 1980 or 1981- [HerausgeberIn] ; ‏وفايى، محمد افشين [SonstigeR]","Murādī, Arḥām, 1985 or 1986-",,HerausgeberIn,Chāp-i avval - ‏چاپ اول,Persian,"[Tihrān] : Intishārāt-i Sukhan [1395 [2016 or 2017]] ; ‏[تهران] :‏ : ‏انتشارات سخن،‏ [‏1395 [2016 or 2017]‬], 1395 [2016 or 2017]",384 pages : facsimiles ; 25 cm,,Ganjīnah-ʼi safīnahʹhā-yi kuhan-i Pārsī ‏گنجينۀ سفينه‌هاى کهن پارسى,Includes bibliographical references (pages 373-384) and indexes In Persian,978-964-372-791-8,,ALS1,= 2024 A 3717,"*Quatrains, Persian ; Persian poetry -- History and criticism ; Persian poetry -- Iran",Library of Congress Classification: PK6439.Q38,,,"Quatrains, Persian ; Persian poetry -- Iran ; Poets, Persian",,,,,,*964-372791-8,,,,,,
"Ǧāmiʿ at-tawārīḫ : (tārīḫ-i mubārak-i Ġāzānī) / taʾlīf-i Rašīd-ad-Dīn Faḍlallāh Hamadānī ; taṣḥīḥ wa taḥšīya-i Muḥammad Raušan, Muṣṭafā Mūsawī جامع التواریخ : (تاريخ مبارک غازانى) / تأليف رشيد الدين فضل الله همدانى ؛ تصحيح و تحشيه محمد روشن, مصطفی موسوی",Ǧild 2 جلد 2,"Rašīd-ad-Dīn Faḍlallāh *1247-1318* [VerfasserIn] ; رشید الدین فضل الله *1247-1318* [VerfasserIn] Raušan, Muḥammad *1934-* [HerausgeberIn] ; 1934-* [HerausgeberIn] ; Mūsawī, Muṣṭafā [HerausgeberIn] ; موسوى, مصطفى [HerausgeberIn]",Rashid-al-Din Hamadani,Q328782,VerfasserIn,Čāp-i 1 - چاپ 1,Persian,"Tihrān : Mīrāṯ-i Maktūb ; تهران : ميراث مکتوب, 2016","21 Seiten, Seiten 692-1373 : 24 cm",Quelle,"Mīrāṯ-i maktūb. Tārīḫ wa ǧuġrāfiyā. - Tihrān : Mīrāṯ-i Maktūb, 1997- ; ZDB-ID: 2450815-9 ; 286 Mīrāṯ-i maktūb. Tārīḫ wa ǧuġrāfiyā. - Tihrān : Mīrāṯ-i Maktūb, 1997- ; ZDB-ID: 2450815-9 ; 45","Ersch.-Jahr 1394 h.š. = 2016 In arabischer Schrift, persisch",978-600-203-109-9,KJQ 670 Weltgeschichte {Persisch} KJQ 674 Regionalgeschichte {Persisch},ALS1,KJQ 670 RDF:z = 2018 A 2164:2,*World history -- Early works to 1800 ; Mongols -- History,Library of Congress Classification: D17,,,,Markaz-i Pažūhišī-i Mīrāṯ-i Maktūb [HerausgeberIn] مرکز پژوهشى ميراث مکتوب [HerausgeberIn],,,,,,,,,,,
"Ǧāmiʿ at-tawārīḫ : (tārīḫ-i mubārak-i Ġāzānī) / taʾlīf-i Rašīd-ad-Dīn Faḍlallāh Hamadānī ; taṣḥīḥ wa taḥšīya-i Muḥammad Raušan, Muṣṭafā Mūsawī جامع التواریخ : (تاريخ مبارک غازانى) / تأليف رشيد الدين فضل الله همدانى ؛ تصحيح و تحشيه محمد روشن, مصطفی موسوی",Ǧild 1 جلد 1,"Rašīd-ad-Dīn Faḍlallāh *1247-1318* [VerfasserIn] ; رشید الدین فضل الله *1247-1318* [VerfasserIn] Raušan, Muḥammad *1934-* [HerausgeberIn] ; 1934-* [HerausgeberIn] ; Mūsawī, Muṣṭafā [HerausgeberIn] ; موسوى, مصطفى [HerausgeberIn]",Rashid-al-Din Hamadani,Q328782,VerfasserIn,Čāp 1 - چاپ 1,Persian,"Tihrān : Mīrāṯ-i Maktūb ; تهران : ميراث مکتوب, 2016","87, 691 Seiten ; 24 cm",Quelle,"Mīrāṯ-i maktūb. Tārīḫ wa ǧuġrāfiyā. - Tihrān : Mīrāṯ-i Maktūb, 1997- ; ZDB-ID: 2450815-9 ; 286 Mīrāṯ-i maktūb. Tārīḫ wa ǧuġrāfiyā. - Tihrān : Mīrāṯ-i Maktūb, 1997- ; ZDB-ID: 2450815-9 ; 45","Ersch.-Jahr 1394 h.š. = 2016 In arabischer Schrift, persisch",978-600-203-109-9,KJQ 674 Regionalgeschichte {Persisch} KJQ 670 Weltgeschichte {Persisch},ALS1,KJQ 670 RDF:z = 2018 A 2164:1,*Iran / Mongolen *World history -- Early works to 1800 ; Mongols -- History,Library of Congress Classification: D17,,,,Markaz-i Pažūhišī-i Mīrāṯ-i Maktūb [HerausgeberIn] مرکز پژوهشى ميراث مکتوب [HerausgeberIn],,,,,,,,,,,
Majmaʿ al-afkār / dānišmand-i nāšinās az sadah-ʾi 12 H/18 M ; taṣḥīḥ va tanqīḥ-i Candar Šaikhar Majma'-ul afkar / by an anonymous writer of 12 A.H./18 A.D. ; edited and annotated by Chander Shekhar,,"Shekhar, Chander *1958-* [HerausgeberIn]",Chander Shekhar,Q60062855,HerausgeberIn,,Persian (Language of original: English),"Naʾī Dihlī : Naišnal Mišan fār Menuskripṭs ; Dihlī : Dillī Kitāb Ghar, 2016-",25 cm,Anthologie,Prakāšikā sīrīz ; nambar 27,Includes bibliographical references and index Mit zusätzlicher englischer Titelseite In Persian with English introduction,978-93-80829-02-9 978-93-80829-42-5 93-80829-42-6,,,,*Indien / Mogulreich / Höfische Kultur / Persisch / Literatur *Persian language -- Style ; Persian language -- Rhetoric ; Persian prose literature ; Persian language -- Rhetoric ; Persian language -- Style ; Persian prose literature,,Majmaʿ al-afkār / dānišmand-i nāšinās az sadah-ʾi 12 H/18 M ; taṣḥīḥ va tanqīḥ-i Candar Šaikhar Majma'-ul afkar / by an anonymous writer of 12 A.H./18 A.D. ; edited and annotated by Chander Shekhar,,,National Mission for Manuscripts [Herausgebendes Organ],,,,,,,,,,,
Dāstān-i kūtāh dar Īrān / Ḥusayn Pāyandah,2,"Pāyandah, Ḥusayn, 1962 or 1963- [VerfasserIn]",Ḥusayn Pāyandah,Q5959752,VerfasserIn,,Persian,"Tihrān : Nīlūfar, 2016",,,,,978-964-448-446-9,KJQ 537 Novelle. Erzählung. Kurzgeschichte {Neupersisch},ALS1,KJQ 537:k = 2017 A 482:2,,,,,,,,,,,,,,,,,
Dāstān-i kūtāh dar Īrān / Ḥusayn Pāyandah,1,"Pāyandah, Ḥusayn, 1962 or 1963- [VerfasserIn]",Ḥusayn Pāyandah,Q5959752,VerfasserIn,Chāp-i 1,Persian,"Tihrān : Nīlūfar, 2016",22 cm,,,,978-964-448-445-2,KJQ 537 Novelle. Erzählung. Kurzgeschichte {Neupersisch},ALS1,KJQ 537:k = 2017 A 482:1,,,,,,,,,,,,,,,,,
"Āḫirīn sangar-i āzādī : maǧmūʿa maqālāt-i Mīr Ǧaʿfar Pīšawarī dar rūznāma-i Ḥaqīqat, urgān-i Ittiḥādīya-i ʿUmūmī-i Kārgarān-i Īrān 1300-1301 / bi kūšiš-i Raḥīm Raʾīsnīyā آخرین سنگر آزادی : مجموعه مقالات میرجعفر پیشه‌وری در روزنامه حقیقت، ارگان اتحادیه عمومی کارگران ایران ۱۳۰۰ - ۱۳۰۱ / به کوشش رحیم رئیس‌نیا",,"Pišiwari, Mir Ǧaʿfar *1893-1947* [VerfasserIn] ; پيشه وري, مير جعفر *1893-1947* [VerfasserIn] Raʾīsnīyā, Raḥīm *1940-* [HerausgeberIn] ; 1940-* [HerausgeberIn]","Pišiwari, Mir Ǧaʿfar",,VerfasserIn,Čāp-i awwal - چاپ اول,Persian,"Tihrān : Šīrāza ; تهران : شيرازه, 1395h.š [2016/2017]","8, 507 Seiten ; 22 cm",,"Maǧmūʿa-i tārīẖ-i muʿāsir-i Īrān. - Tihrān : Šīrāza, 1376h.š. [1997]- ; ZDB-ID: 2638995-2 ; 10 مجموعۀ تاريخ معاصر ايران ; ۱۰","Includes bibliographical references and index Hier auch später erschienene, unveränderte Nachdrucke In arabischer Schrift, persisch | Zweite Auflage, 1399 h.š. = 2020",978-600-96482-2-1 paperback 600-96482-2-X paperback,15.76 Vorderer und mittlerer Orient Geschichte 05.33 Pressewesen | KJQ 549 Politische Literatur {Neupersisch},ALS1,KJQ 549:f = 2024 A 4969,"*Pīšawarī, Ǧaʿfar *1893-1947* / Kadscharen<Dynastie : 1794-1925> / Arbeiter / Iran / Politik / Presse / Geschichte *Ittiḥādīyah-ʾi ʿUmūmī-i Kārgarān-i Īrān ; Iran -- Politics and government -- 20th century ; Iran -- History -- Jangalī movement, 1914-1921 ; Iran -- History -- Qajar dynasty, 1794-1925",Library of Congress Classification: DS315,,,,,,,,,,,,,,,
"""Fachwörterbuch für Medizin, Verwaltungs- und Rechtswissenschaften"" : Deutsch - Persisch, mit arabischer Übersetzung : Fachrichtungen: Human-Medizin, Zahnmedizin, Umweltmedizin, Neurologie, Psychologie, Anatomie, Physiologie, Pharmazie, Pharmakologie, Homöopathie, Allergien, Medikamente auf pflanzlicher Basis, Rechtswissenschaften, Präjudiz, Verwaltungswesen und verwandte Fachrichtungen. / Verfasser: A. Karim Rakei (Dr. Ing. sc. Agr.) Dānišnāma-i ʿulūm-i piziškī, ādārī wa huqūqī : ālmānī - fārsī, bi hamrā-i luġāt-i lātīn wa ingilīsī wa iṣṭilāḥāt-i ruzmarra - tarǧama-i mustaqīm - luġāt wa iṣṭilāḥāt bi-zabān-i ʿarabī : barā-i rištahā-i piziškī, ālūpātī, piziškī-i hāmīyūpātī, giyāh piziškī-i darmānī, ānātūmī, bihdāštī, dandān piziškī, dārūsāzī, gīyāhān-i dārūyī, dāmpiziškī, āzmāyišgāhī, kumakhā-i piziškī, ʿaksbardārī-i bīmāristānī - idārī - dādgāhī - madadhā-i iǧtimāʿī wa huqūqī - qānūnī - wa rištahā-i wābasta / taʾlīf-i duktur ʿAbd-al-Karīm Rākiʿī, mutarǧam rasmī wa istādiyār-i danišgāh",,"Rakei, A. Karim *1957-* [VerfasserIn]","Rakei, A. Karim",,VerfasserIn,1. Auflage,"Persian, German","Göttingen : Cuvillier Verlag, 2016",473 Seiten,,,"Abweichender Titel: Für Medizin, Verwaltungs- und Rechtswissenschaften Übersetzung in arabischer Schrift",978-3-7369-9226-9 Weitere Ausgaben: 978-3-7369-9226-0 (Fernzugriff)  : (eISBN),18.69 Iranische Sprachen und Literaturen 17.59 Lexikologie | KJQ 352 Wortschatz. Lexikologie {Neupersisch},ALS1 | ALBS,KJQ 352:b = 2015 A 3681:2 | KJQ 352 = 2021 A 2993:2,*Persisch / Deutsch / Medizin / Verwaltungslehre / Rechtswissenschaft / Fachsprache *Persisch / Deutsch,,Wörterbuch der Wissenschaften = Farhang-i ʿilmī-i Rākiʿī / A. Karim Rakei ; Band 2,,,,,,,,,,,,,,
"Farasnāma-i Qaiyim Nahāwandī : kuhan-tarīn farasnāma-i šināḫta šuda bi fārsī / Muḥammad Ibn-Mubārak Zangī maʿrūf bi Qaiyim Nahāwandī ; bi kušiš-i Āḏartāš Āḏarnūš, Nādir Muṭallibī Kāšānī فرسنامه قیم نهاوندی  : کهن ترین فرسنامه شناخته شده به فارسی / محمد بن مبارک زنگی معروف به قیم نهاوندی ؛ به کوشش آذرتاش آذرنوش، نادر مطلبی کاشانی",,"Zangī, Muḥammad Ibn-Mubārak [VerfasserIn] ; زنگی, محمد بن مبارک [VerfasserIn] Āḏarnūš, Āḏartāš *1938-2021* [HerausgeberIn] ; آذرنوش, آذرتاش *1938-2021* [HerausgeberIn] ; Muṭallibī Kāšānī, Nādir [HerausgeberIn] ; مطلبی کاشانی, نادر [HerausgeberIn]","Zangī, Muḥammad Ibn-Mubārak",,VerfasserIn,Čāp-i awwal - چاپ اول,Persian,"Tihrān : Našr-i Nai ; تهران : نشر نی, 1395h.š [2016/2017]","23, 118 Seiten",Quelle,,"In arabischer Schrift, persisch",978-964-185-471-5,"18.69 Iranische Sprachen und Literaturen 17.97 Texte eines einzelnen Autors 48.60 Tierproduktion Tierhaltung: Allgemeines | KJQ 695 Tierzucht, Jagd {Persisch} YFT 100 Pferde {Tierhaltung: Tierzucht}",ALS1,KJQ 695 Zng:z = 2020 A 2070,*Iran / Pferd / Pferdezucht,,,,Horses - Early works to 1800,,,,,,,,,,,,
"Ādīān wa maḏāhib dar Īrān-i bāstān / duktur Katāyūn Mazdāpūr, duktur Zuhrih Zaršinās ...",,"Mazdāpūr, Katāyūn *1943-* [VerfasserIn] Zaršinās, Zuhra *1951-* [VerfasserIn]",Katayun Mazdapour,Q5911559,VerfasserIn,Čāp 2,Persian,"Sāzmān-i Muṭālaʿa wa Tadwīn-i Kutub-i ʿUlūm-i Insānī-i Dānišgāhhā (samt), Markaz-i Taḥqīq wa Tūsʿi-i ʿUlūm Insānī : Tihrān, 1395 h.š. [2016]","6, 598 Seiten : Illustrationen",Einführung,,,"6-00-020138-9, 978-600-02-0138-8",11.14 Persische Religion | CBH 000 Iranische Religionen CBH 100 Zoroastrismus CBH 200 Mithraismus CBH 300 Manichäismus,ALS1,CBH 000:i = 2016 A 8716,*Iran / Religion,,,,,Sāzmān-i Muṭālaʿa wa Tadwīn-i Kutub-i ʿUlūm-i Insānī-i Dānišgāhhā [SonstigeR],,,,,,,,,,,The religions of Ancient Iran
Fihrist-i nusḫahā-i ḫaṭṭī-i farsī az maǧmūʿa-i mīkrūfīlmhā-i Hilmūt Rīttir dar kitābḫāna-i dānišgāh-i Ūpsālā / nigāriš-iʿAlī Muḥaddiṯ Catalogue of the Persian Manuscripts in the Hellmut Ritter microfilm collection of Uppsala University Library,,"Muḥaddiṯ, ʿAlī *1949-* [HerausgeberIn]","Muḥaddiṯ, ʿAlī",,HerausgeberIn,,"Persian, English","Upsālā : Intišārāt-i Kitābḫāna-i Dānišgāh-i Ūpsālā ; Uppsala : Universitet, [2016]","251, 41 Seiten : Illustrationen",Bibliografie; Katalog,"Acta Bibliothecae R. Universitatis Upsaliensis / Uppsala Universitetsbibliotek. - Uppsala : Uppsala universitet, 1921- ; ZDB-ID: 420400-1 ; Vol. 50","Text Persisch, Einleitung Englisch",978-91-554-9511-4,18.69 Iranische Sprachen und Literaturen 17.00 Sprach- und Literaturwissenschaft: Allgemeines 06.17 Orientalische Handschriftenkunde,FMAG,2016 A 27431,*Uppsala Universitetsbibliotek /   Hellmut Ritter Microfilm Collection / Persisch / Handschrift,Dewey Decimal Classification: G:ir S:bg ; G:pe S:hs;,,,,,,,,,,,,,,,
